小类编码,小类名称,商品单价
201004,玉米油,15.9
152101,新鲜蛋品,6.78
220205,中式糕点,19.6
120104,花果,1.98
150801,冷冻面食,10.3
220605,鱼类,6.9
220799,其他糖果,3.5
220302,袋装薯片,7.5
120303,梨类,4
100103,猪肉丝馅片,29.8
130201,卤制畜类,56
230201,纯柳橙汁,12.3
230201,纯柳橙汁,4
200809,淀/酵/碱粉,1.3
130801,现制蒸类,6
330101,足球,36
130201,卤制畜类,90
120101,叶菜,6.56
201401,榨菜,2.7
152101,新鲜蛋品,6.78
220499,其他蜜饯,16.8
220801,无糖口香糖,10.9
231001,国产干红,23
220405,山楂,7.5
151802,利乐砖加味奶,5
220205,中式糕点,39.6
120301,柑桔柚类,2
120102,根茎,30
311911,牙具盒,5
120305,瓜类,10
220111,趣味/休闲,6.3
220208,散称糕点,51.6
220104,曲奇,12.9
220111,趣味/休闲,6.5
151301,甜馅包子,7.9
200201,牛肉口味,11.9
220515,南瓜子,8.3
220608,肉松,9.5
100101,鲜猪肉,27.8
120102,根茎,3.96
220111,趣味/休闲,5.7
220599,其他炒货,35.8
120101,叶菜,6.56
150501,冷藏原味酸乳,6
120301,柑桔柚类,2
200604,糯米粉,7.9
201503,蔬菜罐头,9.5
120201,豆腐,1.5
220499,其他蜜饯,16.8
120101,叶菜,12
120102,根茎,20
301608,软抽纸巾,21.9
120104,花果,1.98
130801,现制蒸类,0.5
150503,冷藏果粒酸乳,8.9
151099,其它水饺,10.3
220307,进口膨化,8.9
220204,沙琪玛,1.3
120102,根茎,2.56
150599,其它冷藏乳品,5.5
151799,其它火腿肠,15.3
221004,立袋可吸果冻,3.5
340701,女棉长/短筒袜,6
200605,饺子粉,30.9
120101,叶菜,1.96
230202,纯桃汁,11.9
220710,棒糖,0.5
201301,番茄酱,4.9
220102,夹心,6.9
230604,健康机能饮料,4
220208,散称糕点,51.6
151503,火锅丸类,32.6
220104,曲奇,5.3
120105,鲜调味,5
120101,叶菜,1.96
120201,豆腐,2.96
221004,立袋可吸果冻,3.5
120101,叶菜,5.6
120104,花果,1.98
210301,咖啡,9.9
301303,成人牙刷,14.9
120101,叶菜,1.96
150504,冷藏乳酸菌,8
220104,曲奇,12.9
220111,趣味/休闲,4.5
120101,叶菜,3.96
200606,豆,11.9
120306,桃/李类,11.8
200204,海鲜口味,22.5
301303,成人牙刷,7.9
220608,肉松,9.5
150504,冷藏乳酸菌,12.9
220106,钙奶,2.7
120104,花果,5.6
120104,花果,9.96
220601,牛肉干,11.9
201105,香醋,7.5
120104,花果,1.98
301602,平板纸,3.9
120302,苹果类,27.8
110402,水产配菜,15.75
311401,一次性杯子,3
120102,根茎,2.56
220601,牛肉干,20.9
120101,叶菜,6
120104,花果,9.6
150505,冷藏营养酸乳,4.5
220608,肉松,9.5
220204,沙琪玛,8.3
150503,冷藏果粒酸乳,8.9
301301,成人牙膏,14.9
220302,袋装薯片,7.5
221202,无糖休闲食品,24
220199,其他饼干,11.3
150599,其它冷藏乳品,5.5
220305,粟米类,3.9
120104,花果,2.58
201111,料酒,1.1
221003,杯装果冻,4.5
301801,日用卫生巾,5.7
220101,苏打,3.9
100101,鲜猪肉,27.8
220710,棒糖,0.5
120102,根茎,16
120104,花果,1.98
150502,冷藏加味酸乳,2.3
220502,带壳花生,5.9
120309,进口水果,10
221004,立袋可吸果冻,3.5
221004,立袋可吸果冻,3.5
152101,新鲜蛋品,6.78
120104,花果,7.96
120104,花果,9.6
210402,奶茶饮品,3
120105,鲜调味,9.6
120102,根茎,6.56
152101,新鲜蛋品,6.78
220499,其他蜜饯,4.5
120306,桃/李类,31.8
100101,鲜猪肉,29.8
301301,成人牙膏,6.9
120106,菌菇类,6.56
120201,豆腐,2.96
120102,根茎,6.56
120102,根茎,20
301603,无芯纸,15.9
311105,调味盒,8
150504,冷藏乳酸菌,13.5
120102,根茎,3.96
300206,餐具清洁剂,9.9
120104,花果,1.6
130801,现制蒸类,6
120313,其它水果,5.96
120104,花果,5.8
201401,榨菜,0.5
120106,菌菇类,9
322701,干电池,4.5
220302,袋装薯片,7.5
120101,叶菜,5.8
120102,根茎,2.56
120104,花果,2.58
120307,蕉类,5.96
120104,花果,9
220408,陈皮/加应子,4.9
150503,冷藏果粒酸乳,8.9
120204,豆干豆皮,7.76
120104,花果,2.58
301603,无芯纸,15.9
150502,冷藏加味酸乳,2.3
120104,花果,7.8
152101,新鲜蛋品,6.78
120104,花果,4.98
120102,根茎,2.56
120201,豆腐,2.96
150502,冷藏加味酸乳,6
120102,根茎,4
120104,花果,16
201101,老抽酱油,1
220111,趣味/休闲,4.5
130101,凉拌素食,20
220199,其他饼干,59.8
120309,进口水果,17.6
151803,利乐砖营养奶,4.4
221004,立袋可吸果冻,2.3
120101,叶菜,12
151701,猪肉火腿肠,13.3
300605,去污/干洗剂,16.9
120102,根茎,3.96
201107,滴醋,8.2
120101,叶菜,6
120104,花果,1.8
120106,菌菇类,80
130803,现制烙类,1
231404,预调酒,12.9
220102,夹心,5.3
230202,纯桃汁,11.9
220603,禽肉,5.9
120101,叶菜,2.56
201103,凉拌酱油,4.9
150503,冷藏果粒酸乳,8.9
150503,冷藏果粒酸乳,8.9
120101,叶菜,4.98
120104,花果,7.8
231302,国产米酒,6.7
120104,花果,16
120104,花果,1.98
130101,凉拌素食,20
220801,无糖口香糖,10.9
311403,一次性碗/盘/碟,5
150101,香肠类,1
151801,利乐砖纯奶,3
120305,瓜类,11.96
220709,玩具糖,5
220399,其他膨化点心,2.9
120106,菌菇类,96.9
130801,现制蒸类,0.5
120106,菌菇类,9
220499,其他蜜饯,16.8
220710,棒糖,0.5
120102,根茎,20
220603,禽肉,1.3
300206,餐具清洁剂,4.9
231404,预调酒,12.9
201102,生抽酱油,7.9
220106,钙奶,2.9
220399,其他膨化点心,2.9
301603,无芯纸,14.5
150101,香肠类,15.9
120106,菌菇类,80
301603,无芯纸,14.5
120313,其它水果,23
120104,花果,7.8
220405,山楂,4.7
340703,女短筒丝袜,2.9
151503,火锅丸类,32.6
200599,其他煮食面/粉,10.8
120307,蕉类,5.96
221201,无糖粮油食品,128
120307,蕉类,5.96
220699,其他即食熟制品,2.7
220111,趣味/休闲,5.3
130801,现制蒸类,0.5
220599,其他炒货,35.8
220608,肉松,9.5
130101,凉拌素食,20
120102,根茎,16
230703,纯味酸乳饮,2.2
120104,花果,2.58
301606,手帕纸,6.9
230399,其他果汁饮料,3.9
120201,豆腐,2
120104,花果,9.6
220203,蛋卷,4.7
130803,现制烙类,1
120106,菌菇类,9
200601,散称白米,4.2
220104,曲奇,6.7
120101,叶菜,5.8
120101,叶菜,6.56
120101,叶菜,6.56
120313,其它水果,11.98
120305,瓜类,11.96
201501,八宝粥,3.7
311704,抹布,10.8
120102,根茎,4
220601,牛肉干,11.9
200501,挂面,5.3
220405,山楂,5.5
300604,洗衣皂,5.7
120105,鲜调味,6.56
130801,现制蒸类,6
120104,花果,16
120303,梨类,11.98
120104,花果,5.8
152101,新鲜蛋品,6.78
220603,禽肉,1.2
120105,鲜调味,9.6
120201,豆腐,2
200203,禽肉口味,11.3
301608,软抽纸巾,19.9
150501,冷藏原味酸乳,5.5
200501,挂面,5.7
230304,植物蛋白饮料,4
220201,派,9.9
301603,无芯纸,14.5
120104,花果,16
120105,鲜调味,6.56
220208,散称糕点,51.6
231102,普通低度白酒,58
151813,利乐砖乳酸菌,5.5
151813,利乐砖乳酸菌,5.5
120102,根茎,4
220110,简装/压缩,19.8
220503,去壳花生,4.9
120105,鲜调味,5.98
120104,花果,1.98
120204,豆干豆皮,9.96
220399,其他膨化点心,3.3
120103,芽菜,1.76
100101,鲜猪肉,29.8
210503,芝麻糊,18.3
150203,冷藏素食类,7.7
150501,冷藏原味酸乳,14.9
120305,瓜类,5.98
230203,纯苹果汁,12.3
301301,成人牙膏,15.9
151810,百利包加味奶,2
151805,利乐枕纯奶,2.7
120101,叶菜,1.96
220301,米制点心,6.9
220203,蛋卷,6.5
120101,叶菜,2.56
120104,花果,2.58
120101,叶菜,1.96
120102,根茎,2.56
120201,豆腐,2.96
120107,有机蔬菜,5
150199,其它肠类,12.3
100101,鲜猪肉,29.8
221202,无糖休闲食品,24
120302,苹果类,27.8
120106,菌菇类,9
120105,鲜调味,3.56
210111,中老年奶粉,52
220801,无糖口香糖,10.4
120109,其它蔬菜,7.96
200903,绵白糖,6.9
130801,现制蒸类,6
120104,花果,4.98
120101,叶菜,5.6
120104,花果,2.58
120104,花果,16
200603,常规面粉,28.9
120303,梨类,4
120102,根茎,16
120102,根茎,6.56
150203,冷藏素食类,7.7
120309,进口水果,15.9
120104,花果,9.6
150501,冷藏原味酸乳,3.9
120103,芽菜,1.76
120303,梨类,3.18
230501,国产纯水,1.8
201111,料酒,1.9
120102,根茎,3.96
150505,冷藏营养酸乳,9.9
301603,无芯纸,13.9
120307,蕉类,5.96
220208,散称糕点,51.6
151801,利乐砖纯奶,65
150504,冷藏乳酸菌,11
220405,山楂,7.5
300604,洗衣皂,6.5
220302,袋装薯片,1.9
220399,其他膨化点心,3.3
220802,有糖口香糖,2.9
120106,菌菇类,9
120106,菌菇类,6.56
220515,南瓜子,8.9
220405,山楂,7.5
220603,禽肉,1.2
200501,挂面,4.7
120102,根茎,20
110107,贝蛤类,30
120104,花果,9.6
120313,其它水果,23
230705,乳酸菌饮料,2.5
340403,文胸,58
200799,其他南北干货,70
230604,健康机能饮料,4
221202,无糖休闲食品,23
301301,成人牙膏,29.9
120104,花果,5.8
220111,趣味/休闲,4.9
220512,豆类,3
130803,现制烙类,1
220205,中式糕点,39.6
120102,根茎,4
120102,根茎,56
120104,花果,9.6
100101,鲜猪肉,29.8
120104,花果,9.6
130101,凉拌素食,20
301303,成人牙刷,8.9
301303,成人牙刷,2.9
130801,现制蒸类,6
120313,其它水果,11.98
220201,派,5.3
100101,鲜猪肉,25.8
100101,鲜猪肉,29.8
220603,禽肉,1.3
220403,梅,47.8
120105,鲜调味,15.6
230304,植物蛋白饮料,15.9
220399,其他膨化点心,2.9
151801,利乐砖纯奶,7.1
301303,成人牙刷,8
100101,鲜猪肉,25.8
152101,新鲜蛋品,6.78
120101,叶菜,1.96
220302,袋装薯片,2.9
120101,叶菜,6.56
151801,利乐砖纯奶,3
200603,常规面粉,24.9
220513,香瓜子,5.3
120104,花果,1.6
230203,纯苹果汁,12.3
120301,柑桔柚类,2
151802,利乐砖加味奶,3.5
130803,现制烙类,1
300604,洗衣皂,7.9
120102,根茎,3.96
120104,花果,2.58
311706,锅刷,6
220302,袋装薯片,3.5
301603,无芯纸,17.7
230901,国产黄啤,5.9
231404,预调酒,12.9
220512,豆类,2.5
301603,无芯纸,24.9
120303,梨类,4
150802,冷冻年糕,5.5
100104,猪骨,41.8
120101,叶菜,6.56
152101,新鲜蛋品,6.78
110402,水产配菜,13.5
200711,豆制品,21.6
130101,凉拌素食,20
200902,功能盐,2.5
130101,凉拌素食,20
120307,蕉类,5.96
220608,肉松,9.5
120102,根茎,16
220107,酥性,5.2
220301,米制点心,12.9
120102,根茎,9
152101,新鲜蛋品,8.5
130801,现制蒸类,6
300804,美发造型,16.9
220203,蛋卷,6.5
201104,其他酱油,12.9
120102,根茎,5
150105,肉类,4.9
120104,花果,7.8
120102,根茎,4
201201,芝麻油,12.3
151810,百利包加味奶,2
200501,挂面,2.7
230703,纯味酸乳饮,60
220904,牛奶巧克力,5
301603,无芯纸,15.9
300801,洗发水,47
220205,中式糕点,21.6
220106,钙奶,3.9
120102,根茎,4
120313,其它水果,15
120102,根茎,2.56
120106,菌菇类,9
220205,中式糕点,19.6
120313,其它水果,5.96
120102,根茎,56
230305,混合果汁饮料,18
201111,料酒,1.1
220111,趣味/休闲,4.5
150504,冷藏乳酸菌,12.9
220205,中式糕点,25
301603,无芯纸,19.9
120309,进口水果,15.9
220305,粟米类,3.9
220102,夹心,5.3
220399,其他膨化点心,1
230604,健康机能饮料,4
151701,猪肉火腿肠,13.3
120102,根茎,20
120502,花茶养生药材,280
220103,威化,5.9
130803,现制烙类,1
120102,根茎,56
200202,猪肉口味,12
201102,生抽酱油,7.7
120205,豆类料理,21.6
220705,润喉糖,8.5
120101,叶菜,6.56
220302,袋装薯片,3.3
230304,植物蛋白饮料,15.9
120204,豆干豆皮,7.76
120101,叶菜,1.96
230502,国产矿水,2
100101,鲜猪肉,29.8
120307,蕉类,5.96
150305,冷藏面食类,6.3
120313,其它水果,23
120313,其它水果,15
230701,果味乳饮,10.7
150902,冷冻禽类,22.5
300305,防蛀防霉用品,11.9
130201,卤制畜类,56
150505,冷藏营养酸乳,11.9
120313,其它水果,23
120104,花果,2.58
220101,苏打,3.9
230404,奶茶,11.3
120101,叶菜,12
220205,中式糕点,9.3
150102,棒状火腿,9.3
201403,笋类,3.7
301303,成人牙刷,2.9
120204,豆干豆皮,9.96
201105,香醋,6.7
120109,其它蔬菜,7.96
220399,其他膨化点心,2.9
300601,洗衣粉,5.7
151803,利乐砖营养奶,3.5
220302,袋装薯片,3.5
120204,豆干豆皮,7.76
120101,叶菜,5.6
201304,色拉酱,9.9
230301,柳橙饮料,10.9
230301,柳橙饮料,10.9
120102,根茎,6.56
120102,根茎,6.56
220205,中式糕点,25
230304,植物蛋白饮料,12.7
120101,叶菜,3.96
200501,挂面,5.7
201105,香醋,4.9
100101,鲜猪肉,27.8
120102,根茎,5.8
120104,花果,1.98
220699,其他即食熟制品,1.2
300206,餐具清洁剂,4.3
220905,黑/纯巧克力,79.6
120302,苹果类,27.8
120313,其它水果,23
150501,冷藏原味酸乳,11.9
311604,保鲜袋,10
230203,纯苹果汁,12.3
120105,鲜调味,5.98
152101,新鲜蛋品,78
200806,香辛料,2.3
200902,功能盐,3.2
220503,去壳花生,2.9
200903,绵白糖,6.8
220208,散称糕点,19
300602,洗衣液,56.9
120102,根茎,5.8
301301,成人牙膏,8.7
120313,其它水果,5.96
120303,梨类,11.98
201401,榨菜,0.5
152101,新鲜蛋品,6.78
220605,鱼类,55.8
151806,利乐枕加味奶,2.8
150101,香肠类,19.3
120301,柑桔柚类,2
120306,桃/李类,11.8
150504,冷藏乳酸菌,12.9
120309,进口水果,70
151902,外送甜面包,17.8
230302,桃饮料,3
130102,凉拌荤食,35.6
120105,鲜调味,9.6
300804,美发造型,9.9
120104,花果,9.6
100101,鲜猪肉,25.8
120102,根茎,4
120102,根茎,4
120307,蕉类,5.96
220107,酥性,19.6
200709,粉丝/条,4.3
220299,其他糕点,3.7
200903,绵白糖,6.8
120102,根茎,4
200201,牛肉口味,11.9
120105,鲜调味,5
120102,根茎,5
220205,中式糕点,25
120307,蕉类,5.96
200607,杂粮,3
120104,花果,5.6
301301,成人牙膏,6.9
120306,桃/李类,25
220302,袋装薯片,2.3
221005,碎碎冰,0.8
220111,趣味/休闲,6.5
120303,梨类,3.18
230703,纯味酸乳饮,4.9
120101,叶菜,5.8
120313,其它水果,5.96
230304,植物蛋白饮料,2.9
100202,熟牛肉,80
201203,花椒油,8.5
201401,榨菜,0.5
151801,利乐砖纯奶,7.1
201401,榨菜,0.5
120201,豆腐,1.5
220405,山楂,5.5
311604,保鲜袋,4
151803,利乐砖营养奶,5.5
201402,瓜类,5.9
120309,进口水果,10
120307,蕉类,5.96
201306,甜面/豆瓣酱,5.7
120101,叶菜,1.96
120306,桃/李类,25
230599,其他水,3
120106,菌菇类,9
220111,趣味/休闲,4.5
120201,豆腐,2
230901,国产黄啤,2.5
300701,香皂,4.7
300701,香皂,12.7
100101,鲜猪肉,25.8
220513,香瓜子,9.3
120104,花果,1.98
221202,无糖休闲食品,18
120201,豆腐,2
220608,肉松,9.5
120307,蕉类,5.96
220499,其他蜜饯,16.8
220111,趣味/休闲,4.3
151902,外送甜面包,17.8
220514,西瓜子,8.9
220512,豆类,19.8
120313,其它水果,5.96
120102,根茎,20
130101,凉拌素食,20
120102,根茎,7.6
120102,根茎,5
220603,禽肉,5.5
120102,根茎,4
200807,调理粉,4.7
150503,冷藏果粒酸乳,8.9
300702,功能性香皂,22.9
120101,叶菜,3.96
120102,根茎,5
152101,新鲜蛋品,6.78
120309,进口水果,17.6
301303,成人牙刷,12.9
120303,梨类,3.18
120104,花果,9.6
200601,散称白米,4.2
120101,叶菜,12
120106,菌菇类,6.56
220208,散称糕点,51.6
120104,花果,2.58
120102,根茎,2.56
120101,叶菜,2.56
120309,进口水果,17.6
151103,菜肉馄饨,15.3
200105,干脆面,0.5
220305,粟米类,3.9
220799,其他糖果,3.5
322701,干电池,4.5
150505,冷藏营养酸乳,11.9
120106,菌菇类,5.8
150501,冷藏原味酸乳,4.2
120104,花果,16
120313,其它水果,5.96
151802,利乐砖加味奶,3.5
220999,其他巧克力,117
220605,鱼类,10.9
220799,其他糖果,3.5
120201,豆腐,2.96
152101,新鲜蛋品,6.78
220710,棒糖,6
150504,冷藏乳酸菌,9.9
220405,山楂,4.7
340701,女棉长/短筒袜,6
150504,冷藏乳酸菌,6.6
152101,新鲜蛋品,19.2
220111,趣味/休闲,4.5
220111,趣味/休闲,4.5
100101,鲜猪肉,29.8
230502,国产矿水,8.3
120306,桃/李类,9.96
151799,其它火腿肠,15.3
200105,干脆面,0.5
120104,花果,1.98
120307,蕉类,5.96
120309,进口水果,17.6
230901,国产黄啤,3.7
152101,新鲜蛋品,6.78
120101,叶菜,5.6
120303,梨类,3.18
120101,叶菜,5.6
152101,新鲜蛋品,19.8
120106,菌菇类,16.8
230703,纯味酸乳饮,49
220301,米制点心,27.8
220904,牛奶巧克力,13.5
201401,榨菜,0.5
120307,蕉类,5.96
200202,猪肉口味,14.7
120302,苹果类,7.98
152101,新鲜蛋品,6.78
221005,碎碎冰,1
120204,豆干豆皮,7.76
300604,洗衣皂,7.7
100101,鲜猪肉,29.8
120102,根茎,7.6
220403,梅,47.8
230604,健康机能饮料,4
301603,无芯纸,15.9
150501,冷藏原味酸乳,13.2
120306,桃/李类,25
120302,苹果类,27.8
120102,根茎,4
120101,叶菜,6
220205,中式糕点,39.6
301802,夜用卫生巾,8.9
220205,中式糕点,25
120101,叶菜,5.56
120106,菌菇类,6.56
200902,功能盐,2.8
120102,根茎,7.8
220699,其他即食熟制品,60
301801,日用卫生巾,7.9
120104,花果,5.8
120303,梨类,3.18
120306,桃/李类,25
100404,调味鸡肉,19.6
100402,分割鸡件,19
100103,猪肉丝馅片,29.8
150505,冷藏营养酸乳,8.3
150404,奶酪,16.8
120303,梨类,11.98
201503,蔬菜罐头,9.5
342701,雨伞,30
150501,冷藏原味酸乳,4.2
120106,菌菇类,6.56
120105,鲜调味,15.6
120104,花果,1.98
120102,根茎,7.6
120106,菌菇类,16.8
120309,进口水果,15.9
120313,其它水果,5.96
220299,其他糕点,19.8
201401,榨菜,0.5
220399,其他膨化点心,2.9
220799,其他糖果,3.5
120104,花果,7.8
220801,无糖口香糖,4.7
120201,豆腐,2
120104,花果,9.6
120104,花果,5.8
120105,鲜调味,15.6
152101,新鲜蛋品,6.78
130603,中式水产熟菜,28
120104,花果,5.8
151799,其它火腿肠,15.3
210107,全脂奶粉,39.9
100402,分割鸡件,19
200806,香辛料,5.3
120103,芽菜,1.48
221003,杯装果冻,4.9
200902,功能盐,2.8
201401,榨菜,1.7
100102,猪下水,31
120101,叶菜,1.96
220299,其他糕点,5.3
120102,根茎,30
100101,鲜猪肉,19.8
100104,猪骨,41.8
120102,根茎,4
110302,干货虾蟹贝类,30
220102,夹心,6.9
220102,夹心,6.9
220699,其他即食熟制品,2.7
120105,鲜调味,5.98
100101,鲜猪肉,29.8
120104,花果,1.98
301301,成人牙膏,5
220512,豆类,4.9
230502,国产矿水,1.9
220102,夹心,6.9
220513,香瓜子,6.7
220799,其他糖果,54
210301,咖啡,10.3
151801,利乐砖纯奶,3
120302,苹果类,7.98
120201,豆腐,2
151902,外送甜面包,17.8
120313,其它水果,23
220206,煎饼,7.3
220708,凝胶糖,6
152101,新鲜蛋品,6.78
100101,鲜猪肉,27.8
120101,叶菜,5.6
120313,其它水果,5.96
230103,果味型,6.9
150501,冷藏原味酸乳,6
230502,国产矿水,1
120104,花果,2.58
120104,花果,7.8
332002,毛笔,3.3
230204,果蔬汁,2
120102,根茎,2.56
120201,豆腐,2.96
100104,猪骨,19.8
301301,成人牙膏,3.9
200505,鸡蛋挂面,4.7
230604,健康机能饮料,5.5
120106,菌菇类,6.56
120106,菌菇类,6.56
151806,利乐枕加味奶,2.8
120104,花果,5.8
120106,菌菇类,9
120201,豆腐,1.5
120104,花果,9.96
220603,禽肉,5.5
120104,花果,2.58
200601,散称白米,4.2
220304,薯条,5.9
220205,中式糕点,25
220205,中式糕点,19.6
120101,叶菜,1.96
220208,散称糕点,51.6
201401,榨菜,0.5
220205,中式糕点,19.6
120306,桃/李类,9.96
150504,冷藏乳酸菌,12.9
151806,利乐枕加味奶,2.8
220113,进口饼干,17.9
201201,芝麻油,12.3
300803,染发用品,24.9
201301,番茄酱,4.9
300802,润发护发,65.9
220302,袋装薯片,2.3
120102,根茎,30
152101,新鲜蛋品,9
201103,凉拌酱油,4.7
201505,肉类罐头,21.5
120101,叶菜,1.96
100101,鲜猪肉,29.8
230304,植物蛋白饮料,3.8
220513,香瓜子,6.5
230102,原味型,2.8
100101,鲜猪肉,29.8
200606,豆,10.9
150501,冷藏原味酸乳,4.2
220301,米制点心,27.8
220514,西瓜子,8.9
220208,散称糕点,33.8
120307,蕉类,5.96
120103,芽菜,2.78
120102,根茎,3.96
220302,袋装薯片,2.4
220512,豆类,4.5
201103,凉拌酱油,4.9
201505,肉类罐头,15.5
220203,蛋卷,6.5
201401,榨菜,0.5
120105,鲜调味,3.56
120313,其它水果,23
120101,叶菜,2.56
220101,苏打,3.5
300804,美发造型,24.9
220603,禽肉,5.5
220102,夹心,6.9
220399,其他膨化点心,3.3
220201,派,9.9
220706,薄荷糖,1.9
220499,其他蜜饯,7.9
120313,其它水果,11.98
120106,菌菇类,6.56
120106,菌菇类,9
220208,散称糕点,51.6
120103,芽菜,1.76
120102,根茎,20
201401,榨菜,0.5
120102,根茎,5
120309,进口水果,15.9
120306,桃/李类,11.8
200803,鸡精,4.3
120101,叶菜,1.96
100101,鲜猪肉,29.8
120102,根茎,2.56
120204,豆干豆皮,5
230907,果味啤酒,2.7
120104,花果,1.98
220302,袋装薯片,3.5
310102,汤锅,49
301804,卫生护垫,4.7
120102,根茎,5.8
220111,趣味/休闲,2.9
300601,洗衣粉,7.9
301801,日用卫生巾,9.9
220301,米制点心,27.8
200906,冰糖,8.9
120102,根茎,20
110107,贝蛤类,30
120101,叶菜,3.96
150503,冷藏果粒酸乳,8.9
220405,山楂,5.9
220403,梅,5.9
340201,盒装女内裤,25
150101,香肠类,2
152104,咸蛋,19
120313,其它水果,5.96
230901,国产黄啤,3.5
301303,成人牙刷,10.9
120103,芽菜,2.78
201107,滴醋,3.8
220701,硬糖,2
100101,鲜猪肉,27.8
120102,根茎,6.56
220799,其他糖果,71
220111,趣味/休闲,4.7
120102,根茎,4
301101,护肤用品,7.9
200902,功能盐,2.5
120201,豆腐,2.96
100101,鲜猪肉,19.8
120313,其它水果,23
220101,苏打,3.5
220405,山楂,8.9
220299,其他糕点,6.9
152101,新鲜蛋品,6.78
120101,叶菜,2.56
120104,花果,2.58
311604,保鲜袋,4
120102,根茎,3.8
151503,火锅丸类,32.6
152101,新鲜蛋品,6.78
301603,无芯纸,1.7
120102,根茎,2.56
120102,根茎,3.96
220101,苏打,3.5
220205,中式糕点,25
151704,蔬菜火腿肠,8.3
120101,叶菜,12
120306,桃/李类,31.2
200709,粉丝/条,5.7
220499,其他蜜饯,16.8
300801,洗发水,56
120102,根茎,5
120102,根茎,5
151803,利乐砖营养奶,3.3
120313,其它水果,11.98
120106,菌菇类,16.8
201107,滴醋,8.2
301608,软抽纸巾,19.9
120102,根茎,56
201401,榨菜,2.3
120305,瓜类,3.38
120313,其它水果,23
120313,其它水果,23
120101,叶菜,5.8
230901,国产黄啤,5.9
120102,根茎,5.8
120303,梨类,3.18
150101,香肠类,1
120104,花果,1.6
120307,蕉类,5.96
152101,新鲜蛋品,6.78
150801,冷冻面食,10.3
120104,花果,5.8
120309,进口水果,17.6
120101,叶菜,1.96
201501,八宝粥,3.5
201401,榨菜,2.3
301603,无芯纸,1.7
120102,根茎,5
120104,花果,5.8
120104,花果,16
201103,凉拌酱油,4.7
300604,洗衣皂,6.5
120101,叶菜,12
201401,榨菜,6.9
120102,根茎,3.96
120309,进口水果,17.6
120102,根茎,6.56
151801,利乐砖纯奶,3
150501,冷藏原味酸乳,21.9
152101,新鲜蛋品,6.78
120101,叶菜,5.8
220513,香瓜子,4.3
200806,香辛料,5.3
301101,护肤用品,59
220206,煎饼,7.9
120501,咸菜干货,2
120105,鲜调味,5.98
201401,榨菜,0.5
201403,笋类,1.7
201107,滴醋,4.8
201401,榨菜,1.7
120201,豆腐,2
220201,派,9.9
120102,根茎,4
120102,根茎,16
120106,菌菇类,18
120205,豆类料理,1.5
120307,蕉类,5.96
201401,榨菜,2.3
151805,利乐枕纯奶,2.7
201004,玉米油,79.9
151902,外送甜面包,17.8
151899,其他常温乳品,3
220205,中式糕点,2.9
200105,干脆面,0.5
301004,婴幼儿护肤用品,15.9
120101,叶菜,1.96
150104,片状火腿,3.9
150501,冷藏原味酸乳,7.9
120305,瓜类,11.96
200803,鸡精,8.5
110107,贝蛤类,30
151802,利乐砖加味奶,3.5
210402,奶茶饮品,3
120101,叶菜,5.56
200105,干脆面,0.5
120201,豆腐,2.96
220106,钙奶,3.7
120102,根茎,3.8
120102,根茎,2.56
120106,菌菇类,16.8
110201,冷冻海鱼,20.2
120303,梨类,11.98
120104,花果,5.8
220299,其他糕点,5.3
120102,根茎,3.96
120105,鲜调味,6.56
220512,豆类,19.8
151399,其它包子馒头,14.3
200607,杂粮,17.9
120101,叶菜,1.96
220701,硬糖,71
130803,现制烙类,1
220113,进口饼干,14.9
120104,花果,1.98
130803,现制烙类,1
120104,花果,1.98
210202,包装茶,6.7
130801,现制蒸类,0.5
220603,禽肉,5.5
200603,常规面粉,19.3
220503,去壳花生,2.9
130101,凉拌素食,20
109903,肉禽包装原料,28
120102,根茎,4
120101,叶菜,1.96
120101,叶菜,12
220405,山楂,5.9
120101,叶菜,6.56
150503,冷藏果粒酸乳,4.9
200299,其他袋装面组,14.7
301802,夜用卫生巾,9.9
201402,瓜类,7.3
201501,八宝粥,3.3
220513,香瓜子,6.9
150504,冷藏乳酸菌,12.9
120102,根茎,5
151805,利乐枕纯奶,2.7
210301,咖啡,10.3
220405,山楂,10.9
100104,猪骨,25.6
220512,豆类,4.3
120101,叶菜,2.56
150104,片状火腿,16.9
220102,夹心,5.5
210402,奶茶饮品,3
120303,梨类,4
120309,进口水果,17.6
120101,叶菜,1.96
301603,无芯纸,15.9
100101,鲜猪肉,27.8
301303,成人牙刷,5.9
120102,根茎,15.6
120104,花果,9.6
120306,桃/李类,31.8
210303,咖啡伴侣,22.3
200604,糯米粉,7.9
200905,红糖,5.7
130101,凉拌素食,20
120104,花果,2.58
120104,花果,9.6
200603,常规面粉,33.9
300604,洗衣皂,6.5
201403,笋类,9.5
220499,其他蜜饯,16.8
220512,豆类,4.3
301608,软抽纸巾,13.9
220799,其他糖果,3.9
120101,叶菜,12
151701,猪肉火腿肠,1.3
200202,猪肉口味,12
311007,刀/叉/更,6
201401,榨菜,1
152101,新鲜蛋品,19.2
220205,中式糕点,25
120102,根茎,6.56
210301,咖啡,23.3
120101,叶菜,1.96
120313,其它水果,11.98
151803,利乐砖营养奶,76
200903,绵白糖,6.8
130101,凉拌素食,20
200807,调理粉,4.7
220512,豆类,4.3
120106,菌菇类,9
220205,中式糕点,19.6
120102,根茎,20
220108,粗粮/蔬菜,4.9
220513,香瓜子,3.9
